$GPRMC,121559.34,V,00.0000,S,00.0000,W,0.0,0.0,230215,0.0,E,N*19
$GPRMC,121559.34,V,00.0000,S,03.6024,E,0.0,0.0,230215,0.0,E,N*08
$GPRMC,121559.34,V,00.0000,S,07.2048,E,0.0,0.0,230215,0.0,E,N*02
$GPRMC,121559.34,V,00.0000,S,10.8072,E,0.0,0.0,230215,0.0,E,N*07
$GPRMC,121559.34,V,00.0000,S,14.4096,E,0.0,0.0,230215,0.0,E,N*05
$GPRMC,121559.34,V,00.0000,S,18.0120,E,0.0,0.0,230215,0.0,E,N*01
$GPRMC,121559.34,V,00.0000,S,21.6144,E,0.0,0.0,230215,0.0,E,N*0f
$GPRMC,121559.34,V,00.0000,S,25.2168,E,0.0,0.0,230215,0.0,E,N*01
$GPRMC,121559.34,V,00.0000,S,28.8192,E,0.0,0.0,230215,0.0,E,N*03
$GPRMC,121559.34,V,00.0000,S,32.4216,E,0.0,0.0,230215,0.0,E,N*0b
$GPRMC,121559.34,V,00.0000,S,36.0240,E,0.0,0.0,230215,0.0,E,N*08
$GPRMC,121559.34,V,00.0000,S,39.6264,E,0.0,0.0,230215,0.0,E,N*07
$GPRMC,121559.34,V,00.0000,S,43.2288,E,0.0,0.0,230215,0.0,E,N*0c
$GPRMC,121559.34,V,00.0000,S,46.8312,E,0.0,0.0,230215,0.0,E,N*01
$GPRMC,121559.34,V,00.0000,S,50.4336,E,0.0,0.0,230215,0.0,E,N*0c
$GPRMC,121559.34,V,00.0000,S,54.0360,E,0.0,0.0,230215,0.0,E,N*0f
$GPRMC,121559.34,V,00.0000,S,57.6384,E,0.0,0.0,230215,0.0,E,N*00
$GPRMC,121559.34,V,00.0000,S,101.2420,E,0.0,0.0,230215,0.0,E,N*3f
$GPRMC,121559.34,V,00.0000,S,104.8420,E,0.0,0.0,230215,0.0,E,N*30
$GPRMC,121559.34,V,00.0000,S,108.4480,E,0.0,0.0,230215,0.0,E,N*3a
$GPRMC,121559.34,V,00.0000,S,112.0480,E,0.0,0.0,230215,0.0,E,N*35
$GPRMC,121559.34,V,00.0000,S,115.6480,E,0.0,0.0,230215,0.0,E,N*34
$GPRMC,121559.34,V,00.0000,S,119.2540,E,0.0,0.0,230215,0.0,E,N*31
$GPRMC,121559.34,V,00.0000,S,122.8540,E,0.0,0.0,230215,0.0,E,N*33
