0,0,0,0,0,0,0,0,0
0,0.03002,0.03002,0,0,0,0,0,0
0,0.06004,0.06004,0,0,0,0,0,0
0,0.09006,0.09006,0,0,0,0,0,0
0,0.12008,0.12008,0,0,0,0,0,0
0,0.1501,0.1501,0,0,0,0,0,0
0,0.18012,0.18012,0,0,0,0,0,0
0,0.21014,0.21014,0,0,0,0,0,0
0,0.24016,0.24016,0,0,0,0,0,0
0,0.27018,0.27018,0,0,0,0,0,0
0,0.3002,0.3002,0,0,0,0,0,0
0,0.33022,0.33022,0,0,0,0,0,0
0,0.36024,0.36024,0,0,0,0,0,0
0,0.39026,0.39026,0,0,0,0,0,0
0,0.42028,0.42028,0,0,0,0,0,0
0,0.4503,0.4503,0,0,0,0,0,0
0,0.48032,0.48032,0,0,0,0,0,0
0,0.51034,0.51034,0,0,0,0,0,0
0,0.54036,0.54036,0,0,0,0,0,0
0,0.57038,0.57038,0,0,0,0,0,0
0,0.6004,0.6004,0,0,0,0,0,0
0,0.63042,0.63042,0,0,0,0,0,0
0,0.66044,0.66044,0,0,0,0,0,0
0,0.69046,0.69046,0,0,0,0,0,0
0,0.72048,0.72048,0,0,0,0,0,0
0,0.7505,0.7505,0,0,0,0,0,0
0,0.78052,0.78052,0,0,0,0,0,0
0,0.81054,0.81054,0,0,0,0,0,0
0,0.84056,0.84056,0,0,0,0,0,0
0,0.87058,0.87058,0,0,0,0,0,0
0,0.9006,0.9006,0,0,0,0,0,0
0,0.93062,0.93062,0,0,0,0,0,0
0,0.96064,0.96064,0,0,0,0,0,0
0,0.99066,0.99066,0,0,0,0,0,0
0,1.0207,1.0207,0,0,0,0,0,0
0,1.0507,1.0507,0,0,0,0,0,0
0,1.0807,1.0807,0,0,0,0,0,0
0,1.1107,1.1107,0,0,0,0,0,0
0,1.1408,1.1408,0,0,0,0,0,0
0,1.1708,1.1708,0,0,0,0,0,0
0,1.2008,1.2008,0,0,0,0,0,0
0,1.2308,1.2308,0,0,0,0,0,0
0,1.2608,1.2608,0,0,0,0,0,0
0,1.2909,1.2909,0,0,0,0,0,0
0,1.3209,1.3209,0,0,0,0,0,0
0,1.3509,1.3509,0,0,0,0,0,0
0,1.3809,1.3809,0,0,0,0,0,0
0,1.4109,1.4109,0,0,0,0,0,0
0,1.441,1.441,0,0,0,0,0,0
0,1.471,1.471,0,0,0,0,0,0
0,1.501,1.501,0,0,0,0,0,0
0,1.531,1.531,0,0,0,0,0,0
0,1.561,1.561,0,0,0,0,0,0
0,1.5911,1.5911,0,0,0,0,0,0
0,1.6211,1.6211,0,0,0,0,0,0
0,1.6511,1.6511,0,0,0,0,0,0
0,1.6811,1.6811,0,0,0,0,0,0
0,1.7111,1.7111,0,0,0,0,0,0
0,1.7412,1.7412,0,0,0,0,0,0
0,1.7712,1.7712,0,0,0,0,0,0
0,1.8012,1.8012,0,0,0,0,0,0
0,1.8312,1.8312,0,0,0,0,0,0
0,1.8612,1.8612,0,0,0,0,0,0
0,1.8913,1.8913,0,0,0,0,0,0
0,1.9213,1.9213,0,0,0,0,0,0
0,1.9513,1.9513,0,0,0,0,0,0
0,1.9813,1.9813,0,0,0,0,0,0
0,2.0113,2.0113,0,0,0,0,0,0
0,2.0414,2.0414,0,0,0,0,0,0
0,2.0714,2.0714,0,0,0,0,0,0
0,2.1014,2.1014,0,0,0,0,0,0
0,2.1314,2.1314,0,0,0,0,0,0
0,2.1614,2.1614,0,0,0,0,0,0
0,2.1915,2.1915,0,0,0,0,0,0
0,2.2215,2.2215,0,0,0,0,0,0
0,2.2515,2.2515,0,0,0,0,0,0
0,2.2815,2.2815,0,0,0,0,0,0
0,2.3115,2.3115,0,0,0,0,0,0
0,2.3416,2.3416,0,0,0,0,0,0
0,2.3716,2.3716,0,0,0,0,0,0
0,2.4016,2.4016,0,0,0,0,0,0
0,2.4316,2.4316,0,0,0,0,0,0
0,2.4616,2.4616,0,0,0,0,0,0
0,2.4917,2.4917,0,0,0,0,0,0
0,2.5217,2.5217,0,0,0,0,0,0
0,2.5517,2.5517,0,0,0,0,0,0
0,2.5817,2.5817,0,0,0,0,0,0
0,2.6117,2.6117,0,0,0,0,0,0
0,2.6418,2.6418,0,0,0,0,0,0
0,2.6718,2.6718,0,0,0,0,0,0
0,2.7018,2.7018,0,0,0,0,0,0
0,2.7318,2.7318,0,0,0,0,0,0
0,2.7618,2.7618,0,0,0,0,0,0
0,2.7919,2.7919,0,0,0,0,0,0
0,2.8219,2.8219,0,0,0,0,0,0
0,2.8519,2.8519,0,0,0,0,0,0
0,2.8819,2.8819,0,0,0,0,0,0
0,2.9119,2.9119,0,0,0,0,0,0
0,2.942,2.942,0,0,0,0,0,0
0,2.972,2.972,0,0,0,0,0,0
0,3.002,3.002,0,0,0,0,0,0
0,3.032,3.032,0,0,0,0,0,0
0,3.062,3.062,0,0,0,0,0,0
0,3.0921,3.0921,0,0,0,0,0,0
0,3.1221,3.1221,0,0,0,0,0,0
0,3.1521,3.1521,0,0,0,0,0,0
0,3.1821,3.1821,0,0,0,0,0,0
0,3.2121,3.2121,0,0,0,0,0,0
0,3.2422,3.2422,0,0,0,0,0,0
0,3.2722,3.2722,0,0,0,0,0,0
0,3.3022,3.3022,0,0,0,0,0,0
0,3.3322,3.3322,0,0,0,0,0,0
0,3.3622,3.3622,0,0,0,0,0,0
0,3.3923,3.3923,0,0,0,0,0,0
0,3.4223,3.4223,0,0,0,0,0,0
0,3.4523,3.4523,0,0,0,0,0,0
0,3.4823,3.4823,0,0,0,0,0,0
0,3.5123,3.5123,0,0,0,0,0,0
0,3.5424,3.5424,0,0,0,0,0,0
0,3.5724,3.5724,0,0,0,0,0,0
0,3.6024,3.6024,0,0,0,0,0,0
0,3.6324,3.6324,0,0,0,0,0,0
0,3.6624,3.6624,0,0,0,0,0,0
0,3.6925,3.6925,0,0,0,0,0,0
0,3.7225,3.7225,0,0,0,0,0,0
0,3.7525,3.7525,0,0,0,0,0,0
0,3.7825,3.7825,0,0,0,0,0,0
0,3.8125,3.8125,0,0,0,0,0,0
0,3.8426,3.8426,0,0,0,0,0,0
0,3.8726,3.8726,0,0,0,0,0,0
0,3.9026,3.9026,0,0,0,0,0,0
0,3.9326,3.9326,0,0,0,0,0,0
0,3.9626,3.9626,0,0,0,0,0,0
0,3.9927,3.9927,0,0,0,0,0,0
0,4.0227,4.0227,0,0,0,0,0,0
0,4.0527,4.0527,0,0,0,0,0,0
0,4.0827,4.0827,0,0,0,0,0,0
0,4.1127,4.1127,0,0,0,0,0,0
0,4.1428,4.1428,0,0,0,0,0,0
0,4.1728,4.1728,0,0,0,0,0,0
0,4.2028,4.2028,0,0,0,0,0,0
0,4.2328,4.2328,0,0,0,0,0,0
0,4.2628,4.2628,0,0,0,0,0,0
0,4.2929,4.2929,0,0,0,0,0,0
0,4.3229,4.3229,0,0,0,0,0,0
0,4.3529,4.3529,0,0,0,0,0,0
0,4.3829,4.3829,0,0,0,0,0,0
0,4.4129,4.4129,0,0,0,0,0,0
0,4.443,4.443,0,0,0,0,0,0
0,4.473,4.473,0,0,0,0,0,0
0,4.503,4.503,0,0,0,0,0,0
0,4.533,4.533,0,0,0,0,0,0
0,4.563,4.563,0,0,0,0,0,0
0,4.5931,4.5931,0,0,0,0,0,0
0,4.6231,4.6231,0,0,0,0,0,0
0,4.6531,4.6531,0,0,0,0,0,0
0,4.6831,4.6831,0,0,0,0,0,0
0,4.7131,4.7131,0,0,0,0,0,0
0,4.7432,4.7432,0,0,0,0,0,0
0,4.7732,4.7732,0,0,0,0,0,0
0,4.8032,4.8032,0,0,0,0,0,0
0,4.8332,4.8332,0,0,0,0,0,0
0,4.8632,4.8632,0,0,0,0,0,0
0,4.8933,4.8933,0,0,0,0,0,0
0,4.9233,4.9233,0,0,0,0,0,0
0,4.9533,4.9533,0,0,0,0,0,0
0,4.9833,4.9833,0,0,0,0,0,0
0,5.0133,5.0133,0,0,0,0,0,0
0,5.0434,5.0434,0,0,0,0,0,0
0,5.0734,5.0734,0,0,0,0,0,0
0,5.1034,5.1034,0,0,0,0,0,0
0,5.1334,5.1334,0,0,0,0,0,0
0,5.1634,5.1634,0,0,0,0,0,0
0,5.1935,5.1935,0,0,0,0,0,0
0,5.2235,5.2235,0,0,0,0,0,0
0,5.2535,5.2535,0,0,0,0,0,0
0,5.2835,5.2835,0,0,0,0,0,0
0,5.3135,5.3135,0,0,0,0,0,0
0,5.3436,5.3436,0,0,0,0,0,0
0,5.3736,5.3736,0,0,0,0,0,0
0,5.4036,5.4036,0,0,0,0,0,0
0,5.4336,5.4336,0,0,0,0,0,0
0,5.4636,5.4636,0,0,0,0,0,0
0,5.4937,5.4937,0,0,0,0,0,0
0,5.5237,5.5237,0,0,0,0,0,0
0,5.5537,5.5537,0,0,0,0,0,0
0,5.5837,5.5837,0,0,0,0,0,0
0,5.6137,5.6137,0,0,0,0,0,0
0,5.6438,5.6438,0,0,0,0,0,0
0,5.6738,5.6738,0,0,0,0,0,0
0,5.7038,5.7038,0,0,0,0,0,0
0,5.7338,5.7338,0,0,0,0,0,0
0,5.7638,5.7638,0,0,0,0,0,0
0,5.7939,5.7939,0,0,0,0,0,0
0,5.8239,5.8239,0,0,0,0,0,0
0,5.8539,5.8539,0,0,0,0,0,0
0,5.8839,5.8839,0,0,0,0,0,0
0,5.9139,5.9139,0,0,0,0,0,0
0,5.944,5.944,0,0,0,0,0,0
0,5.974,5.974,0,0,0,0,0,0
0,6.004,6.004,0,0,0,0,0,0
0,6.034,6.034,0,0,0,0,0,0
0,6.064,6.064,0,0,0,0,0,0
0,6.0941,6.0941,0,0,0,0,0,0
0,6.1241,6.1241,0,0,0,0,0,0
0,6.1541,6.1541,0,0,0,0,0,0
