hhmmss.ss,0.00000000,0.00000000,0.000,233.240,0.0,0.00000000,0.00000000
hhmmss.ss,0.00000000,0.06004000,0.000,143.240,6676.2,0.00000000,0.00000000
hhmmss.ss,0.00000000,0.12008000,0.000,143.240,13352.3,0.00000000,0.00000000
hhmmss.ss,0.00000000,0.18012001,0.000,143.240,20028.5,0.00000000,0.00000000
hhmmss.ss,0.00000000,0.24016000,0.000,143.240,26704.6,0.00000000,0.00000000
hhmmss.ss,0.00000000,0.30019835,0.000,143.240,33380.6,0.00000000,0.00000000
hhmmss.ss,0.00000000,0.36024001,0.000,143.240,40056.9,0.00000000,0.00000000
hhmmss.ss,0.00000000,0.42028001,0.000,143.240,46733.1,0.00000000,0.00000000
hhmmss.ss,0.00000000,0.48032001,0.000,143.240,53409.2,0.00000000,0.00000000
hhmmss.ss,0.00000000,0.54036003,0.000,143.240,60085.4,0.00000000,0.00000000
hhmmss.ss,0.00000000,0.60039830,0.000,143.240,66761.4,0.00000000,0.00000000
hhmmss.ss,0.00000000,0.66044003,0.000,143.240,73437.7,0.00000000,0.00000000
hhmmss.ss,0.00000000,0.72048002,0.000,143.240,80113.8,0.00000000,0.00000000
hhmmss.ss,0.00000000,0.78052002,0.000,143.240,86790.0,0.00000000,0.00000000
hhmmss.ss,0.00000000,0.84056002,0.000,143.240,93466.1,0.00000000,0.00000000
hhmmss.ss,0.00000000,0.90060002,0.000,143.240,100142.3,0.00000000,0.00000000
hhmmss.ss,0.00000000,0.96064001,0.000,143.240,106818.4,0.00000000,0.00000000
hhmmss.ss,0.00000000,1.02069831,0.000,143.240,113496.6,0.00000000,0.00000000
hhmmss.ss,0.00000000,1.08070004,0.000,143.240,120168.5,0.00000000,0.00000000
hhmmss.ss,0.00000000,1.14079833,0.000,143.240,126851.2,0.00000000,0.00000000
hhmmss.ss,0.00000000,1.20079827,0.000,143.240,133522.9,0.00000000,0.00000000
hhmmss.ss,0.00000000,1.26080000,0.000,143.240,140194.8,0.00000000,0.00000000
hhmmss.ss,0.00000000,1.32089829,0.000,143.240,146877.4,0.00000000,0.00000000
hhmmss.ss,0.00000000,1.38089824,0.000,143.240,153549.1,0.00000000,0.00000000
hhmmss.ss,0.00000000,1.44099998,0.000,143.240,160232.1,0.00000000,0.00000000
hhmmss.ss,0.00000000,1.50099850,0.000,143.240,166903.6,0.00000000,0.00000000
hhmmss.ss,0.00000000,1.56100011,0.000,143.240,173575.5,0.00000000,0.00000000
hhmmss.ss,0.00000000,1.62109983,0.000,143.240,180258.3,0.00000000,0.00000000
hhmmss.ss,0.00000000,1.68109846,0.000,143.240,186929.9,0.00000000,0.00000000
hhmmss.ss,0.00000000,1.74119997,0.000,143.240,193612.9,0.00000000,0.00000000
hhmmss.ss,0.00000000,1.80119991,0.000,143.240,200284.6,0.00000000,0.00000000
hhmmss.ss,0.00000000,1.86119843,0.000,143.240,206956.1,0.00000000,0.00000000
hhmmss.ss,0.00000000,1.92129993,0.000,143.240,213639.1,0.00000000,0.00000000
hhmmss.ss,0.00000000,1.98129988,0.000,143.240,220310.8,0.00000000,0.00000000
hhmmss.ss,0.00000000,2.04139829,0.000,143.240,226993.4,0.00000000,0.00000000
hhmmss.ss,0.00000000,2.10139823,0.000,143.240,233665.2,0.00000000,0.00000000
hhmmss.ss,0.00000000,2.16140008,0.000,143.240,240337.1,0.00000000,0.00000000
hhmmss.ss,0.00000000,2.22149825,0.000,143.240,247019.7,0.00000000,0.00000000
hhmmss.ss,0.00000000,2.28149986,0.000,143.240,253691.6,0.00000000,0.00000000
hhmmss.ss,0.00000000,2.34159994,0.000,143.240,260374.4,0.00000000,0.00000000
hhmmss.ss,0.00000000,2.40159845,0.000,143.240,267045.9,0.00000000,0.00000000
hhmmss.ss,0.00000000,2.46160007,0.000,143.240,273717.8,0.00000000,0.00000000
hhmmss.ss,0.00000000,2.52169991,0.000,143.240,280400.6,0.00000000,0.00000000
hhmmss.ss,0.00000000,2.58169842,0.000,143.240,287072.2,0.00000000,0.00000000
hhmmss.ss,0.00000000,2.64179850,0.000,143.240,293755.0,0.00000000,0.00000000
hhmmss.ss,0.00000000,2.70180011,0.000,143.240,300426.8,0.00000000,0.00000000
hhmmss.ss,0.00000000,2.76179838,0.000,143.240,307098.4,0.00000000,0.00000000
hhmmss.ss,0.00000000,2.82189846,0.000,143.240,313781.2,0.00000000,0.00000000
hhmmss.ss,0.00000000,2.88190007,0.000,143.240,320453.1,0.00000000,0.00000000
hhmmss.ss,0.00000000,2.94199824,0.000,143.240,327135.8,0.00000000,0.00000000
hhmmss.ss,0.00000000,3.00199842,0.000,143.240,333807.5,0.00000000,0.00000000
hhmmss.ss,0.00000000,3.06200004,0.000,143.240,340479.3,0.00000000,0.00000000
hhmmss.ss,0.00000000,3.12209821,0.000,143.240,347162.0,0.00000000,0.00000000
hhmmss.ss,0.00000000,3.18209839,0.000,143.240,353833.7,0.00000000,0.00000000
hhmmss.ss,0.00000000,3.24220014,0.000,143.240,360516.7,0.00000000,0.00000000
hhmmss.ss,0.00000000,3.30219841,0.000,143.240,367188.2,0.00000000,0.00000000
hhmmss.ss,0.00000000,3.36219835,0.000,143.240,373859.9,0.00000000,0.00000000
hhmmss.ss,0.00000000,3.42230034,0.000,143.240,380542.9,0.00000000,0.00000000
hhmmss.ss,0.00000000,3.48229837,0.000,143.240,387214.4,0.00000000,0.00000000
hhmmss.ss,0.00000000,3.54240012,0.000,143.240,393897.5,0.00000000,0.00000000
hhmmss.ss,0.00000000,3.60240030,0.000,143.240,400569.2,0.00000000,0.00000000
hhmmss.ss,0.00000000,3.66239834,0.000,143.240,407240.7,0.00000000,0.00000000
hhmmss.ss,0.00000000,3.72250009,0.000,143.240,413923.7,0.00000000,0.00000000
hhmmss.ss,0.00000000,3.78250027,0.000,143.240,420595.4,0.00000000,0.00000000
hhmmss.ss,0.00000000,3.84259987,0.000,143.240,427278.2,0.00000000,0.00000000
hhmmss.ss,0.00000000,3.90260005,0.000,143.240,433950.0,0.00000000,0.00000000
hhmmss.ss,0.00000000,3.96260023,0.000,143.240,440621.6,0.00000000,0.00000000
hhmmss.ss,0.00000000,4.02269840,0.000,143.240,447304.3,0.00000000,0.00000000
hhmmss.ss,0.00000000,4.08270025,0.000,143.240,453976.2,0.00000000,0.00000000
hhmmss.ss,0.00000000,4.14279842,0.000,143.240,460658.8,0.00000000,0.00000000
hhmmss.ss,0.00000000,4.20279837,0.000,143.240,467330.5,0.00000000,0.00000000
hhmmss.ss,0.00000000,4.26280022,0.000,143.240,474002.4,0.00000000,0.00000000
hhmmss.ss,0.00000000,4.32289839,0.000,143.240,480685.1,0.00000000,0.00000000
hhmmss.ss,0.00000000,4.38289833,0.000,143.240,487356.8,0.00000000,0.00000000
hhmmss.ss,0.00000000,4.44299841,0.000,143.240,494039.6,0.00000000,0.00000000
hhmmss.ss,0.00000000,4.50299835,0.000,143.240,500711.2,0.00000000,0.00000000
hhmmss.ss,0.00000000,4.56299973,0.000,143.240,507383.2,0.00000000,0.00000000
hhmmss.ss,0.00000000,4.62309837,0.000,143.240,514065.8,0.00000000,0.00000000
hhmmss.ss,0.00000000,4.68309832,0.000,143.240,520737.5,0.00000000,0.00000000
