$GPRMC,111602.02,V,00.0000,S,00.0000,W,0.0,0.0,190215,0.0,E,N*1b
$GPRMC,111602.02,V,01.8012,N,01.8012,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,03.6024,N,03.6024,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,05.4036,N,05.4036,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,07.2048,N,07.2048,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,09.0060,N,09.0060,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,10.8072,N,10.8072,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,12.6084,N,12.6084,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,14.4096,N,14.4096,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,16.2108,N,16.2108,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,18.0120,N,18.0120,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,19.8132,N,19.8132,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,21.6144,N,21.6144,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,23.4156,N,23.4156,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,25.2168,N,25.2168,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,27.0180,N,27.0180,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,28.8192,N,28.8192,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,30.6204,N,30.6204,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,32.4216,N,32.4216,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,34.2228,N,34.2228,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,36.0240,N,36.0240,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,37.8252,N,37.8252,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,39.6264,N,39.6264,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,41.4276,N,41.4276,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,43.2288,N,43.2288,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,45.0300,N,45.0300,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,46.8312,N,46.8312,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,48.6324,N,48.6324,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,50.4336,N,50.4336,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,52.2348,N,52.2348,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,54.0360,N,54.0360,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,55.8372,N,55.8372,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,57.6384,N,57.6384,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,59.4396,N,59.4396,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,101.2420,N,101.2420,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,103.0420,N,103.0420,E,0.0,0.0,190215,0.0,E,N*14
$GPRMC,111602.02,V,104.8420,N,104.8420,E,0.0,0.0,190215,0.0,E,N*14
