0.020426196,0.004540666
0.020267418,0.013253499
0.020240808,0.020868891
0.019577803,0.030479276
0.019548912,0.039646489
0.019519372,0.049481564
0.019622090,0.059201993
0.019841571,0.071562101
0.019383268,0.082125999
0.018924827,0.092688034
0.018706603,0.103510749
0.019471357,0.114878471
0.020235801,0.126244469
0.020956225,0.138614191
0.021152015,0.151462953
0.021751962,0.160803654
0.021871216,0.169619253
0.021487945,0.178412388
0.021115543,0.186953891
0.021311120,0.194009710
0.021189660,0.202561565
0.020904639,0.209092693
0.021132857,0.215394460
0.021207439,0.225212839
0.020812420,0.234255665
0.020690404,0.242807127
0.020960821,0.253892633
0.020838517,0.262444478
0.021469663,0.271029555
0.021576332,0.280095478
0.020973249,0.288123998
0.020610252,0.296415170
0.019667632,0.306443884
0.019544498,0.314998681
0.019967792,0.322570830
0.019996517,0.333400099
0.019895081,0.341454605
0.019749406,0.350515571
0.019832756,0.360091654
0.019402366,0.369898576
0.019518534,0.378722954
0.020037776,0.389834693
0.019717321,0.397130740
0.019023717,0.407185121
0.018888055,0.416004454
0.018522814,0.424311645
0.017793994,0.429751696
